Citing_DOI	Citing_Year	Cited_DOI	Cited_Year
10.1007/bfb0024362	1993	10.1007/bfb0024362	1993
10.1007/bfb0024362	1993	10.1145/111197.111205	1991
10.1007/bfb0024362	1993	10.1007/3-540-55015-1_19	1991
10.1007/bfb0024362	1993	10.1145/38713.38760	1987
10.1007/bfb0024362	1993	10.1145/22952.22956	1987
10.1007/bfb0024362	1993	10.1109/69.50912	1990
10.1007/bfb0024362	1993	10.1109/icde.1992.213150	1992
10.1007/bfb0020522	1995	10.1145/115790.115830	1991
10.1007/bfb0020522	1995	10.1145/38713.38748	1987
10.1007/bfb0020522	1995	10.1145/63320.66507	1989
10.1007/bfb0020522	1995	10.1145/230538.230540	1996
10.1007/bfb0020522	1995	10.1145/38765.38817	1987
10.1007/bfb0020522	1995	10.1145/115790.115839	1991
10.1007/bfb0020522	1995	10.1007/3-540-55015-1_10	1991
10.1007/bfb0020522	1995	10.1145/65935.65936	1989
10.1007/978-3-540-49121-7_8	1998	10.1007/s007990050005	1997
10.1007/978-3-540-49121-7_8	1998	10.1109/icde.1998.655754	1998
10.1007/978-3-540-49121-7_8	1998	10.1016/0169-7552(96)00061-x	1996
10.1007/978-3-540-49121-7_8	1998	10.1007/978-3-540-49121-7_6	1998
10.1007/978-3-540-49121-7_8	1998	10.1007/978-3-540-49524-6_8	1998
10.1007/978-3-540-49121-7_8	1998	10.1007/bfb0054521	1998
10.1007/978-3-540-49121-7_8	1998	10.1145/233269.233368	1996
10.1007/978-3-540-49121-7_8	1998	10.1145/262762.262763	1997
10.1007/978-3-540-49121-7_8	1998	10.1109/69.506706	1996
10.1007/978-3-540-49121-7_8	1998	10.1109/ride.1996.492238	1996
10.1007/978-3-540-49121-7_8	1998	10.1145/290941.291001	1998
10.1007/978-3-540-49121-7_8	1998	10.1007/978-3-540-49524-6_9	1998
10.1007/978-3-540-49121-7_8	1998	10.1109/pdis.1996.568671	1996
10.1007/978-3-540-49121-7_8	1998	10.1109/adl.1998.670423	1998
10.1007/978-3-540-49121-7_8	1998	10.1109/adl.1998.670376	1998
10.1007/bfb0020519	1995	10.1145/103140.103144	1991
10.1007/bfb0020519	1995	10.1145/73007.73011	1989
10.1007/bfb0020519	1995	10.1145/320473.320482	1976
10.1007/bfb0020519	1995	10.1007/978-1-4757-0602-4_23	1982
10.1007/bfb0020519	1995	10.1109/69.60796	1990
10.1007/bfb0020519	1995	10.1145/63320.66516	1989
10.1007/bfb0024376	1993	10.1147/sj.313.0590	1992
10.1007/bfb0024376	1993	10.1007/bfb0024376	1993
10.1007/978-3-540-49121-7_6	1998	10.1007/s007990050005	1997
10.1007/978-3-540-49121-7_6	1998	10.1109/icde.1998.655754	1998
10.1007/978-3-540-49121-7_6	1998	10.1007/978-3-540-49121-7_8	1998
10.1007/978-3-540-49121-7_6	1998	10.1007/978-3-540-49524-6_8	1998
10.1007/978-3-540-49121-7_6	1998	10.1007/bfb0054521	1998
10.1007/978-3-540-49121-7_6	1998	10.1145/233269.233368	1996
10.1007/978-3-540-49121-7_6	1998	10.1145/262762.262763	1997
10.1007/978-3-540-49121-7_6	1998	10.1109/ride.1996.492238	1996
10.1007/978-3-540-49121-7_6	1998	10.1007/978-3-540-49524-6_9	1998
10.1007/978-3-540-49121-7_6	1998	10.1109/pdis.1996.568671	1996
10.1007/978-3-540-49121-7_6	1998	10.1109/adl.1998.670423	1998
10.1007/3-540-58786-1_86	1994	10.1145/181550.181557	1994
10.1007/3-540-58786-1_86	1994	10.1007/bfb0024362	1993
10.1007/3-540-58786-1_86	1994	10.1145/166635.166659	1993
10.1007/3-540-58786-1_84	1994	10.1145/63320.66468	1989
10.1007/3-540-58786-1_84	1994	10.1016/0169-023x(94)90011-6	1994
10.1007/3-540-58786-1_84	1994	10.1007/bfb0024381	1993
10.1007/3-540-58786-1_84	1994	10.1007/bfb0024383	1993
10.1007/3-540-58786-1_84	1994	10.1145/170035.170061	1993
10.1007/3-540-58786-1_84	1994	10.1145/170035.171541	1993
10.1007/3-540-58786-1_84	1994	10.1145/170035.170041	1993
10.1007/978-3-540-49524-6_2	1998	10.1109/icde.1997.581777	1997
10.1007/978-3-540-49524-6_2	1998	10.1007/bfb0101001	1998
10.1007/978-3-540-49524-6_2	1998	10.1109/ssdm.1994.336950	1994
10.1007/978-3-540-49524-6_2	1998	10.1007/s007990050002	1997
10.1007/978-3-540-49524-6_2	1998	10.1109/32.685256	1998
10.1007/978-3-540-49524-6_2	1998	10.1007/bfb0101000	1998
10.1007/978-3-540-49524-6_2	1998	10.1007/bf00965874	1993
10.1007/978-3-540-49524-6_2	1998	10.1007/bfb0023960	1997
10.1007/978-3-540-49524-6_2	1998	10.1109/tse.1987.233490	1987
10.1007/978-3-540-49524-6_2	1998	10.1007/bfb0019934	1996
10.1007/978-3-540-49524-6_2	1998	10.1007/bfb0014558	1997
10.1007/978-3-540-49524-6_2	1998	10.1007/3-540-58786-1_79	1994
10.1007/978-3-540-49524-6_2	1998	10.1007/3-540-48854-5_18	1997
10.1007/978-3-540-49524-6_2	1998	10.1007/3-540-58786-1_101	1994
10.1007/3-540-58786-1_79	1994	10.1145/325405.325439	1985
10.1007/3-540-58786-1_79	1994	10.1145/308386.308448	1988
10.1007/3-540-58786-1_79	1994	10.1007/978-1-4471-3554-8_10	1992
10.1007/3-540-58786-1_79	1994	10.1016/0743-1066(87)90009-4	1987
10.1007/3-540-58786-1_79	1994	10.1007/978-3-642-69956-6	1989
10.1007/3-540-58786-1_79	1994	10.1145/320557.320568	1977
10.1007/3-540-58786-1_79	1994	10.1007/978-1-4471-3554-8_11	1992
10.1007/3-540-58786-1_79	1994	10.1007/3-540-56023-8_3	1992
10.1007/3-540-58786-1_79	1994	10.1145/588058.588105	1983
10.1007/3-540-58786-1_79	1994	10.1145/7531.7918	1987
10.1007/3-540-58786-1_79	1994	10.1007/bfb0022186	1990
10.1007/bfb0024386	1993	10.1145/38765.38847	1987
10.1007/bfb0024386	1993	10.1145/320434.320440	1976
10.1007/bfb0024386	1993	10.1093/comjnl/29.4.348	1986
10.1007/bfb0024386	1993	10.1145/28697.28746	1986
10.1007/bfb0024386	1993	10.1145/320544.320546	1977
10.1007/bfb0024386	1993	10.1145/65971.65976	1989
10.1007/3-540-58786-1_100	1994	10.1016/0306-4379(94)90025-6	1994
10.1007/3-540-58786-1_100	1994	10.1007/3-540-54059-8_96	1991
10.1007/3-540-58786-1_100	1994	10.1007/bf00961873	1995
10.1007/3-540-58786-1_100	1994	10.1109/ride.1993.281939	1993
10.1007/3-540-58786-1_100	1994	10.1145/132271.132273	1992
10.1007/3-540-58786-1_100	1994	10.1145/102675.102676	1990
10.1007/3-540-58786-1_100	1994	10.1007/bf00872106	1994
10.1007/3-540-56023-8_26	1992	10.1007/bfb0032428	1992
10.1007/3-540-56023-8_26	1992	10.1145/38713.38748	1987
10.1007/3-540-56023-8_26	1992	10.1007/bfb0057017	1991
10.1007/3-540-56023-8_26	1992	10.1145/49346.50068	1988
10.1007/3-540-56023-8_26	1992	10.1109/icde.1990.113457	1990
10.1007/3-540-56023-8_26	1992	10.1109/icde.1990.113446	1990
10.1007/3-540-56023-8_26	1992	10.1109/32.16605	1989
10.1007/3-540-56023-8_26	1992	10.1145/74877.74920	1989
10.1007/3-540-56023-8_26	1992	10.1109/icde.1988.105440	1988
10.1007/3-540-56023-8_26	1992	10.1145/101620.101636	1987
10.1007/978-3-540-49524-6_19	1998	10.1007/bfb0019929	1996
10.1007/978-3-540-49524-6_19	1998	10.1109/32.223803	1993
10.1007/978-3-540-49524-6_19	1998	10.1007/3-540-63699-4_33	1997
10.1007/978-3-540-49524-6_19	1998	10.1016/0306-4379(86)90022-0	1986
10.1007/3-540-56023-8_10	1992	10.1145/320434.320440	1976
10.1007/3-540-56023-8_15	1992	10.1109/icde.1986.7266217	1986
10.1007/3-540-56023-8_15	1992	10.1016/0169-023x(87)90017-6	1987
10.1007/3-540-56023-8_15	1992	10.1109/2.50270	1990
10.1007/3-540-56023-8_15	1992	10.1145/93597.93616	1990
10.1007/3-540-56023-8_15	1992	10.1145/319732.319745	1982
10.1007/3-540-56023-8_15	1992	10.1109/mc.1986.1663255	1986
10.1007/3-540-56023-8_15	1992	10.1016/0306-4379(87)90001-9	1987
10.1007/3-540-56023-8_15	1992	10.1016/0169-023x(92)90016-5	1992
10.1007/3-540-56023-8_15	1992	10.1109/icde.1990.113455	1990
10.1007/3-540-56023-8_15	1992	10.1147/sj.164.0324	1977
10.1007/978-3-540-49524-6_25	1998	10.1007/3-540-57234-1_2	1993
10.1007/978-3-540-49524-6_25	1998	10.1145/38713.38748	1987
10.1007/978-3-540-49524-6_25	1998	10.1007/bfb0057016	1991
10.1007/978-3-540-49524-6_25	1998	10.1007/3-540-56777-1_3	1993
10.1007/978-3-540-49524-6_25	1998	10.1007/bfb0032428	1992
10.1007/978-3-540-49524-6_25	1998	10.1007/3-540-57530-8_27	1993
10.1007/978-3-540-49524-6_25	1998	10.1007/3-540-58113-8_174	1994
10.1007/978-3-540-49524-6_25	1998	10.1145/170035.170041	1993
10.1007/978-3-540-49524-6_25	1998	10.1145/165854.165895	1993
10.1007/978-3-540-49524-6_25	1998	10.1145/97945.97956	1990
10.1007/978-3-540-49524-6_25	1998	10.1007/3-540-55693-1_31	1992
10.1007/978-3-540-49524-6_25	1998	10.1007/bfb0053040	1992
10.1007/978-3-540-49524-6_25	1998	10.1007/3-540-58113-8_186	1994
10.1007/978-3-540-49524-6_25	1998	10.1145/38765.38817	1987
10.1007/978-3-540-49524-6_25	1998	10.1145/244810.244813	1997
10.1007/978-3-540-49524-6_25	1998	10.1145/115790.115839	1991
10.1007/978-3-540-49524-6_25	1998	10.1145/65935.65936	1989
10.1007/978-3-540-49524-6_25	1998	10.1145/320544.320546	1977
10.1007/978-3-540-49524-6_30	1998	10.1145/253260.253355	1997
10.1007/978-3-540-49524-6_30	1998	10.1145/253260.253287	1997
10.1007/978-3-540-49524-6_30	1998	10.1145/68012.68015	1989
10.1007/978-3-540-49524-6_30	1998	10.1145/16894.16861	1986
10.1007/978-3-540-49524-6_30	1998	10.1145/233269.233364	1996
10.1007/978-3-540-49524-6_30	1998	10.1145/253260.253353	1997
10.1007/978-3-540-49524-6_30	1998	10.1145/170035.170066	1993
10.1007/978-3-540-49524-6_30	1998	10.1145/38713.38759	1987
10.1007/978-3-540-49524-6_30	1998	10.1007/3-540-57530-8_20	1993
10.1007/978-3-540-49524-6_30	1998	10.1109/69.91063	1991
10.1007/978-3-540-49524-6_30	1998	10.1145/500080.500091	1975
10.1007/978-3-540-49524-6_30	1998	10.1109/69.87958	1989
10.1007/978-3-540-49524-6_30	1998	10.1145/223784.223848	1995
10.1007/978-3-540-49524-6_20	1998	10.1109/tse.1986.6312901	1986
10.1007/978-3-540-49524-6_20	1998	10.1007/3-540-59498-1_239	1995
10.1007/978-3-540-49524-6_20	1998	10.1007/bfb0019926	1996
10.1007/978-3-540-49524-6_20	1998	10.1007/3-540-58786-1_75	1994
10.1007/978-3-540-49524-6_20	1998	10.1007/bfb0019928	1996
10.1007/978-3-540-49524-6_20	1998	10.1007/3-540-56777-1_15	1993
10.1007/978-3-540-49524-6_20	1998	10.1007/bfb0024359	1993
10.1007/3-540-63699-4_11	1997	10.1016/0306-4379(80)90075-7	1980
10.1007/3-540-63699-4_11	1997	10.1109/icde.1992.213153	1992
10.1007/3-540-63699-4_11	1997	10.1145/362384.362685	1970
10.1007/3-540-63699-4_11	1997	10.1109/icde.1991.131503	1991
10.1007/3-540-63699-4_11	1997	10.1145/319587.319588	1981
10.1007/3-540-63699-4_11	1997	10.1109/icde.1991.131502	1991
10.1007/3-540-63699-4_11	1997	10.1145/28697.28739	1986
10.1007/3-540-63699-4_11	1997	10.1145/63320	1989
10.1007/3-540-63699-4_11	1997	10.1145/318898.318911	1985
10.1007/3-540-63699-4_11	1997	10.1145/16894.16892	1986
10.1007/3-540-63699-4_11	1997	10.1016/0306-4379(87)90004-4	1987
10.1007/3-540-63699-4_11	1997	10.1007/3-540-57419-0_4	1992
10.1007/3-540-63699-4_11	1997	10.1145/76902.76904	1989
10.1007/3-540-63699-4_11	1997	10.1016/0306-4379(89)90052-5	1989
10.1007/3-540-63699-4_11	1997	10.1109/icde.1989.47219	1989
10.1007/3-540-63699-4_11	1997	10.1016/0306-4379(90)90039-r	1990
10.1007/3-540-63699-4_11	1997	10.1145/50202.50232	1988
10.1007/3-540-63699-4_11	1997	10.1093/comjnl/25.3.307	1982
10.1007/3-540-63699-4_11	1997	10.1145/319540.319561	1981
10.1007/3-540-63699-4_11	1997	10.1145/602259.602262	1984
10.1007/3-540-63699-4_11	1997	10.1145/500080.500091	1975
10.1007/3-540-63699-4_11	1997	10.1007/bf00268845	1988
10.1007/3-540-63699-4_11	1997	10.1016/0169-023x(89)90038-4	1989
10.1007/978-3-540-49524-6_34	1998	10.1145/27633.27634	1986
10.1007/978-3-540-49524-6_34	1998	10.1109/2.116884	1991
10.1007/978-3-540-49524-6_34	1998	10.1109/32.16605	1989
10.1007/978-3-540-49524-6_34	1998	10.1016/s0169-023x(99)00021-x	1999
10.1007/978-3-540-49524-6_34	1998	10.1109/icde.1993.344053	1993
10.1007/978-3-540-49524-6_34	1998	10.1109/icde.1994.283022	1994
10.1007/978-3-540-49524-6_34	1998	10.1007/3-540-57818-8_44	1994
10.1007/978-3-540-49524-6_34	1998	10.1145/96602.96604	1990
10.1007/978-3-540-49524-6_34	1998	10.1109/icde.1989.47199	1989
10.1007/978-3-540-49524-6_34	1998	10.1007/bfb0019923	1996
10.1007/bfb0019916	1996	10.1145/163090.163095	1993
10.1007/bfb0019916	1996	10.1007/bfb0020545	1995
10.1007/bfb0019916	1996	10.1007/bf01277645	1995
10.1007/bfb0019916	1996	10.1007/bf01277643	1995
10.1007/bfb0019916	1996	10.1016/0304-3975(77)90014-7	1977
10.1007/bfb0019916	1996	10.1007/bf01277644	1995
10.1007/bfb0024358	1993	10.1145/27633.27634	1986
10.1007/bfb0024358	1993	10.1145/320434.320440	1976
10.1007/bfb0024358	1993	10.1145/362384.362685	1970
10.1007/3-540-56023-8_6	1992	10.1145/320434.320440	1976
10.1007/3-540-56023-8_6	1992	10.1145/320107.320109	1979
10.1007/3-540-56023-8_6	1992	10.1093/comjnl/29.4.348	1986
10.1007/3-540-56023-8_6	1992	10.1145/319587.319588	1981
10.1007/3-540-56023-8_6	1992	10.1145/320544.320546	1977
10.1007/3-540-56023-8_6	1992	10.1145/65971.65976	1989
10.1007/3-540-56023-8_6	1992	10.1016/0306-4379(83)90036-4	1983
10.1007/bfb0024384	1993	10.1109/mc.1983.1654194	1983
10.1007/bfb0024384	1993	10.1007/3-540-56023-8_9	1992
10.1007/bfb0024384	1993	10.1007/3-540-56023-8_13	1992
10.1007/bfb0024384	1993	10.1007/3-540-56023-8_25	1992
10.1007/bfb0024384	1993	10.1609/aimag.v11i2.835	1990
10.1007/bfb0024384	1993	10.1109/69.166985	1992
10.1007/bfb0024384	1993	10.1007/3-540-56023-8_10	1992
10.1007/bfb0024384	1993	10.1109/2.16186	1988
10.1007/bfb0024384	1993	10.1207/s15516709cog1104_2	1987
10.1007/bfb0024372	1993	10.1145/3857.3859	1985
10.1007/bfb0024372	1993	10.1007/3-540-47910-4_15	1993
10.1007/bfb0024372	1993	10.1145/320434.320440	1976
10.1007/bfb0024372	1993	10.1145/320107.320109	1979
10.1007/bfb0024372	1993	10.1016/0169-023x(92)90008-y	1992
10.1007/bfb0024372	1993	10.1145/63320.66505	1989
10.1007/bfb0024372	1993	10.1145/319587.319588	1981
10.1007/bfb0024372	1993	10.1145/45072.45073	1987
10.1007/bfb0024372	1993	10.1145/320064.320070	1979
10.1007/bfb0024372	1993	10.1145/63320.66469	1989
10.1007/bfb0024372	1993	10.1109/ms.1987.230097	1987
10.1007/bfb0024372	1993	10.1145/130994.130995	1992
10.1007/bfb0024372	1993	10.1145/130994.130997	1992
10.1007/bfb0024372	1993	10.1145/62061.62062	1988
10.1007/bfb0024372	1993	10.1145/38765.38850	1987
10.1007/bfb0024372	1993	10.1145/320544.320546	1977
10.1007/bfb0024372	1993	10.1145/63320.66470	1989
10.1007/bfb0024372	1993	10.1145/7474.7475	1986
10.1007/bfb0024372	1993	10.1145/83880.84526	1990
10.1007/978-3-540-49524-6_18	1998	10.1145/27633.27634	1986
10.1007/978-3-540-49524-6_18	1998	10.1007/3-540-59498-1_239	1995
10.1007/978-3-540-49524-6_18	1998	10.1016/0306-4573(95)80008-h	1995
10.1007/978-3-540-49524-6_18	1998	10.1007/3-540-58786-1_75	1994
10.1007/978-3-540-49524-6_18	1998	10.1007/bfb0019926	1996
10.1007/978-3-540-49524-6_18	1998	10.1007/3-540-63699-4_16	1997
10.1007/978-3-540-49524-6_18	1998	10.1007/978-3-540-49524-6_21	1998
10.1007/978-3-540-49524-6_18	1998	10.1109/mc.1985.1662861	1985
10.1007/978-3-540-49524-6_18	1998	10.1109/32.4618	1988
10.1007/bfb0024383	1993	10.1145/320434.320440	1976
10.1007/bfb0024383	1993	10.1145/38765.38850	1987
10.1007/bfb0020529	1995	10.1007/978-1-4471-3225-7_2	1993
10.1007/3-540-63699-4_34	1997	10.1109/ride.1993.281938	1993
10.1007/3-540-63699-4_34	1997	10.1007/978-1-4471-3577-7_26	1994
10.1007/3-540-63699-4_34	1997	10.1145/27633.27634	1986
10.1007/3-540-63699-4_34	1997	10.1109/ride.1993.281934	1993
10.1007/3-540-63699-4_34	1997	10.1016/0169-023x(94)90011-6	1994
10.1007/3-540-63699-4_34	1997	10.1016/0169-023x(92)90028-a	1991
10.1007/3-540-63699-4_34	1997	10.1109/tse.1987.233497	1987
10.1007/3-540-63699-4_34	1997	10.1007/bfb0024351	1994
10.1007/3-540-63699-4_34	1997	10.1007/bfb0053071	1996
10.1007/3-540-63699-4_34	1997	10.1007/bfb0024380	1993
10.1007/3-540-63699-4_34	1997	10.1109/ride.1993.281940	1993
10.1007/3-540-63699-4_34	1997	10.1109/icde.1990.113446	1990
10.1007/3-540-63699-4_34	1997	10.1145/115790.115795	1991
10.1007/3-540-63699-4_34	1997	10.1007/3-540-58786-1_84	1994
10.1007/3-540-63699-4_34	1997	10.1109/coopis.1996.555006	1996
10.1007/3-540-63699-4_34	1997	10.1109/32.57618	1990
10.1007/3-540-63699-4_34	1997	10.1007/bfb0024383	1993
10.1007/3-540-63699-4_34	1997	10.1145/210376.210378	1995
10.1007/3-540-63699-4_34	1997	10.1145/175290.175293	1994
10.1007/3-540-63699-4_34	1997	10.1145/223784.223894	1995
10.1007/3-540-63699-4_34	1997	10.1109/69.334882	1994
10.1007/3-540-63699-4_34	1997	10.1007/bfb0019924	1996
10.1007/3-540-63699-4_34	1997	10.1145/96602.96604	1990
10.1007/3-540-63699-4_34	1997	10.1109/69.277770	1994
10.1007/bfb0024353	1993	10.1145/22890.22945	1987
10.1007/bfb0024353	1993	10.1145/320434.320440	1976
10.1007/bfb0024353	1993	10.1109/2.50270	1990
10.1007/bfb0024353	1993	10.1109/32.4664	1988
10.1007/bfb0024353	1993	10.1016/0169-023x(85)90027-8	1985
10.1007/bfb0024353	1993	10.1016/0169-023x(92)90008-y	1992
10.1007/bfb0024353	1993	10.1145/67544.66958	1989
10.1007/bfb0024353	1993	10.1016/0169-023x(92)90009-z	1992
10.1007/bfb0024381	1993	10.1145/32204.32205	1987
10.1007/bfb0024381	1993	10.1145/308386.308429	1988
10.1007/bfb0024381	1993	10.1145/320434.320440	1976
10.1007/bfb0024381	1993	10.1016/0169-023x(92)90008-y	1992
10.1007/bfb0024381	1993	10.1016/0169-023x(85)90027-8	1985
10.1007/bfb0024381	1993	10.1007/bfb0013165	1993
10.1007/bfb0024381	1993	10.1145/111197.111200	1991
10.1007/bfb0024381	1993	10.1007/3-540-56023-8_25	1992
10.1007/bfb0024381	1993	10.1145/45072.45073	1987
10.1007/bfb0024381	1993	10.1145/28697.28739	1986
10.1007/bfb0024381	1993	10.1109/icde.1991.131502	1991
10.1007/bfb0024381	1993	10.1145/125223.125244	1991
10.1007/bfb0024381	1993	10.1007/3-540-17187-8_43	1986
10.1007/bfb0024381	1993	10.1007/3-540-56023-8_24	1992
10.1007/bfb0024381	1993	10.1007/3-540-54141-1_10	1990
10.1007/bfb0024381	1993	10.1145/7474.7475	1986
10.1007/bfb0024381	1993	10.1007/3-540-56777-1_25	1993
10.1007/3-540-58786-1_81	1994	10.1145/130283.130296	1992
10.1007/3-540-58786-1_81	1994	10.1007/978-1-4471-3225-7_10	1993
10.1007/3-540-58786-1_81	1994	10.1145/185827.185828	1994
10.1007/3-540-58786-1_81	1994	10.1109/ride.1994.282855	1994
10.1007/3-540-58786-1_81	1994	10.1145/582095.582127	1979
10.1007/3-540-58786-1_81	1994	10.1007/978-1-4471-3225-7_20	1993
10.1007/3-540-58786-1_81	1994	10.1109/ride.1994.282852	1994
10.1007/3-540-58786-1_81	1994	10.1145/45072.45073	1987
10.1007/3-540-58786-1_81	1994	10.1145/115302.115298	1991
10.1007/3-540-58786-1_81	1994	10.1145/62061.62062	1988
10.1007/3-540-58786-1_81	1994	10.1007/978-1-4471-3554-8_11	1992
10.1007/3-540-58786-1_81	1994	10.1109/69.63251	1990
10.1007/3-540-58786-1_81	1994	10.1109/icde.1993.344019	1993
10.1007/bfb0019921	1996	10.1007/3-540-59498-1_257	1995
10.1007/bfb0019921	1996	10.1007/bfb0035003	1995
10.1007/bfb0019921	1996	10.1016/0169-023x(95)00028-q	1995
10.1007/bfb0019921	1996	10.1007/bfb0017374	1990
10.1007/bfb0019921	1996	10.1007/bfb0017399	1990
10.1007/bfb0019921	1996	10.1007/bfb0024380	1993
10.1007/bfb0019921	1996	10.1007/bfb0020532	1995
10.1007/bfb0019921	1996	10.1007/bfb0017378	1990
10.1007/bfb0019921	1996	10.1007/bfb0020533	1995
10.1007/bfb0019921	1996	10.1007/3-540-59498-1_256	1995
10.1007/bfb0019921	1996	10.1145/176567.176568	1994
10.1007/bfb0019921	1996	10.1007/bfb0024377	1993
10.1007/bfb0019921	1996	10.1145/7474.7475	1986
10.1007/bfb0020528	1995	10.1007/3-540-56023-8_11	1992
10.1007/bfb0020528	1995	10.1007/3-540-59498-1_235	1995
10.1007/bfb0020528	1995	10.1007/bfb0035146	1992
10.1007/bfb0020528	1995	10.1007/bfb0035136	1992
10.1007/bfb0024388	1993	10.1109/69.204093	1993
10.1007/bfb0024388	1993	10.1145/602259.602266	1984
10.1007/bfb0024388	1993	10.1109/mc.1986.1663123	1986
10.1007/bfb0024388	1993	10.1016/0020-0255(89)90026-1	1989
10.1007/bfb0024388	1993	10.1145/22952.22956	1987
10.1007/3-540-47866-3_31	1999	10.1145/357103.357111	1980
10.1007/3-540-47866-3_31	1999	10.1016/0004-3702(87)90092-0	1987
10.1007/3-540-47866-3_31	1999	10.1016/0004-3702(71)90010-5	1971
10.1007/3-540-47866-3_31	1999	10.1007/3-540-48854-5_7	1997
10.1007/3-540-47866-3_31	1999	10.1007/bf03037383	1986
10.1007/3-540-47866-3_31	1999	10.1109/69.404027	1995
10.1007/3-540-47866-3_31	1999	10.1007/978-1-4684-3384-5_3	1977
10.1007/3-540-58786-1_98	1994	10.1145/38765.38847	1987
10.1007/3-540-58786-1_98	1994	10.1145/22890.22945	1987
10.1007/3-540-58786-1_98	1994	10.1145/73560.73566	1988
10.1007/3-540-58786-1_98	1994	10.1145/6041.6042	1985
10.1007/3-540-58786-1_98	1994	10.1145/320434.320440	1976
10.1007/3-540-58786-1_98	1994	10.1145/602259.602300	1984
10.1007/3-540-58786-1_98	1994	10.1145/319587.319588	1981
10.1007/3-540-58786-1_98	1994	10.1145/28697.28739	1986
10.1007/3-540-58786-1_98	1994	10.1145/50202.50253	1988
10.1007/3-540-58786-1_98	1994	10.1145/181550.181566	1994
10.1007/3-540-58786-1_98	1994	10.1145/170035.170099	1993
10.1007/3-540-58786-1_98	1994	10.1145/38713.38737	1987
10.1007/3-540-58786-1_98	1994	10.1145/356827.356833	1980
10.1007/3-540-58786-1_98	1994	10.1145/122058.122059	1990
10.1007/3-540-58786-1_98	1994	10.1007/3-540-52208-5	1990
10.1007/3-540-58786-1_98	1994	10.1007/3-540-54414-3	1991
10.1007/3-540-58786-1_98	1994	10.1007/3-540-56869-7	1993
10.1007/3-540-58786-1_98	1994	10.1007/3-540-52208-5_22	1989
10.1007/3-540-47866-3_6	1999	10.1613/jair.516	1998
10.1007/3-540-47866-3_6	1999	10.1145/49346.50065	1988
10.1007/3-540-47866-3_6	1999	10.1109/69.774104	1999
10.1007/3-540-47866-3_6	1999	10.1007/3-540-57287-2_41	1993
10.1007/3-540-47866-3_6	1999	10.1007/bfb0053701	1997
10.1007/3-540-47866-3_6	1999	10.1016/0306-4379(91)90031-4	1991
10.1007/bfb0020544	1995	10.1007/3-540-47910-4_23	1993
10.1007/bfb0020544	1995	10.1093/logcom/1.3.357	1991
10.1007/bfb0020544	1995	10.1145/176789.176794	1994
10.1007/bfb0020544	1995	10.1007/bfb0053030	1992
10.1007/bfb0020544	1995	10.1145/226163.226166	1996
10.1007/bfb0020544	1995	10.1093/logcom/5.5.603	1995
10.1007/978-3-540-49524-6_22	1998	10.1016/s0306-4379(97)00006-9	1997
10.1007/978-3-540-49524-6_22	1998	10.1145/226163.226166	1996
10.1007/978-3-540-49524-6_22	1998	10.1016/0304-3975(81)90112-2	1981
10.1007/978-3-540-49524-6_22	1998	10.1007/3-540-63107-0_11	1997
10.1007/978-3-540-49524-6_22	1998	10.1093/comjnl/38.10.777	1995
10.1007/3-540-48054-4_7	1999	10.1111/j.1467-8640.1996.tb00267.x	1996
10.1007/3-540-48054-4_7	1999	10.1007/bfb0053698	1997
10.1007/3-540-48054-4_7	1999	10.1109/69.334885	1994
10.1007/3-540-48054-4_7	1999	10.1016/0743-1066(92)90041-z	1992
10.1007/3-540-48054-4_7	1999	10.1007/bf03037383	1986
10.1007/3-540-48054-4_7	1999	10.1007/978-3-642-83189-8	1987
10.1007/3-540-48054-4_7	1999	10.1007/bf00263192	1982
10.1007/3-540-48054-4_7	1999	10.1007/978-1-4684-3384-5_12	1977
10.1007/3-540-48054-4_7	1999	10.1109/mc.1986.1663327	1986
10.1007/3-540-48054-4_7	1999	10.1007/bfb0053702	1997
10.1007/978-3-540-49524-6_4	1998	10.1145/320434.320440	1976
10.1007/978-3-540-49524-6_4	1998	10.1007/3-540-57507-3_9	1993
10.1007/978-3-540-49524-6_4	1998	10.1109/icde.1990.113456	1990
10.1007/978-3-540-49524-6_4	1998	10.1145/50202.50233	1988
10.1007/978-3-540-49524-6_4	1998	10.1109/69.774104	1999
10.1007/978-3-540-49524-6_4	1998	10.1016/0306-4379(96)00017-8	1996
10.1007/978-3-540-49524-6_4	1998	10.1109/69.536250	1996
10.1007/978-3-540-49524-6_4	1998	10.1016/0306-4379(94)90013-2	1994
10.1007/978-3-540-49524-6_4	1998	10.1145/22952.22956	1987
10.1007/978-3-540-49524-6_4	1998	10.1016/0306-4379(91)90031-4	1991
10.1007/3-540-47866-3_32	1999	10.1145/115790.115830	1991
10.1007/3-540-47866-3_32	1999	10.1007/3-540-60608-4_42	1995
10.1007/3-540-47866-3_32	1999	10.1145/319628.319634	1981
10.1007/3-540-47866-3_32	1999	10.1016/0169-023x(96)00005-5	1996
10.1007/3-540-47866-3_32	1999	10.1016/0306-4379(91)90021-z	1991
10.1007/3-540-47866-3_32	1999	10.1145/27636.27639	1987
10.1007/3-540-47866-3_32	1999	10.1093/comjnl/29.4.348	1986
10.1007/3-540-47866-3_32	1999	10.1007/3-540-58786-1_94	1994
10.1007/3-540-47866-3_32	1999	10.1145/49346.50068	1988
