Citing_DOI	Citing_Year	Cited_DOI	Cited_Year
10.1145/319757.319788	1999	10.1023/a:1009726021843	1997
10.1145/319757.319788	1999	10.1145/294260.294266	1998
10.1145/319757.319788	1999	10.1007/bfb0100985	1998
10.1145/319757.319788	1999	10.1145/294260.294261	1998
10.1145/319757.319788	1999	10.1007/978-3-540-49524-6_16	1998
10.1145/319757.319788	1999	10.1007/bfb0035141	1992
10.1145/319757.319788	1999	10.1109/ssdm.1998.688111	1998
10.1145/319757.319788	1999	10.1109/icde.1997.581777	1997
10.1145/319757.319788	1999	10.1145/248603.248616	1997
10.1145/319757.319788	1999	10.1007/bfb0100983	1998
10.1145/319757.319776	1999	10.1145/320434.320440	1976
10.1145/319757.319776	1999	10.1145/294260.294261	1998
10.1145/319757.319776	1999	10.1109/ssdm.1997.621175	1997
10.1145/319757.319776	1999	10.1109/ssdm.1998.688110	1998
10.1145/294260.294266	1998	10.1109/icde.1997.581777	1997
10.1145/294260.294266	1998	10.1007/3-540-64823-2_18	1997
10.1145/294260.294266	1998	10.1007/bfb0100985	1998
10.1145/294260.294266	1998	10.1145/248603.248616	1997
10.1145/294260.294266	1998	10.1023/a:1009726021843	1997
10.1145/294260.294266	1998	10.1145/253260.253405	1997
10.1145/294260.294266	1998	10.1007/bfb0100983	1998
10.1145/294260.294266	1998	10.1145/238355.238444	1996
10.1145/294260.294266	1998	10.1145/221270.221319	1995
10.1145/319757.319779	1999	10.1145/294260.294261	1998
10.1145/319757.319779	1999	10.1109/icde.1999.754949	1999
10.1145/319757.319779	1999	10.1145/320434.320440	1976
10.1145/319757.319779	1999	10.1145/319540.319561	1981
10.1145/319757.319779	1999	10.1145/319587.319588	1981
10.1145/319757.319779	1999	10.1109/mc.1986.1663327	1986
10.1145/319757.319779	1999	10.1109/69.87960	1989
10.1145/319757.319779	1999	10.1145/191839.191870	1994
10.1145/319757.319779	1999	10.1145/27629.27631	1987
10.1145/319757.319796	1999	10.1145/170035.170072	1993
10.1145/319757.319796	1999	10.1007/3-540-48298-9_31	1999
10.1145/319757.319796	1999	10.1145/253260.253327	1997
10.1145/319757.319796	1999	10.1145/240455.240472	1996
10.1145/319757.319796	1999	10.1145/191246.191314	1994
10.1145/294260.294270	1998	10.1109/icde.1997.581777	1997
10.1145/294260.294270	1998	10.1109/dexa.1998.707403	1998
10.1145/294260.294270	1998	10.1007/3-540-64823-2_18	1997
10.1145/294260.294270	1998	10.1145/509404.509406	1977
10.1145/294260.294270	1998	10.1109/dexa.1997.617386	1997
10.1145/294260.294270	1998	10.1145/238355.238444	1996
10.1145/294260.294275	1998	10.1145/361002.361007	1975
10.1145/294260.294275	1998	10.1109/tse.1979.234200	1979
10.1145/294260.294275	1998	10.1145/234889.234901	1996
10.1145/294260.294275	1998	10.1145/129888.129894	1992
10.1145/294260.294275	1998	10.1145/38713.38743	1987
10.1145/294260.294275	1998	10.1023/a:1009726021843	1997
10.1145/294260.294275	1998	10.1007/3-540-57301-1_14	1993
10.1145/294260.294275	1998	10.1145/602259.602266	1984
10.1145/294260.294275	1998	10.1109/69.476502	1995
10.1145/294260.294275	1998	10.1145/191839.191891	1994
10.1145/294260.294275	1998	10.1007/bfb0032442	1992
10.1145/294260.294275	1998	10.1109/69.234779	1993
10.1145/294260.294275	1998	10.1145/348.318586	1984
10.1145/294260.294275	1998	10.1145/582318.582321	1981
10.1145/294260.294275	1998	10.1007/bf01264049	1993
10.1145/294260.294275	1998	10.1145/253260.253288	1997
10.1145/319757.319784	1999	10.1145/263661.263680	1997
10.1145/319757.319784	1999	10.1145/248603.248616	1997
10.1145/319757.319784	1999	10.1007/3-540-64823-2_12	1997
10.1145/319757.319784	1999	10.1109/ideas.1999.787275	1999
10.1145/319757.319784	1999	10.1007/bfb0022063	1997
10.1145/319757.319784	1999	10.1145/304182.304574	1999
10.1145/319757.319784	1999	10.1109/icde.1999.754933	1999
10.1145/319757.319784	1999	10.1145/223784.223848	1995
10.1145/319757.319784	1999	10.1109/pdis.1996.568676	1996
10.1145/294260.294272	1998	10.1109/icde.1995.380392	1995
10.1145/294260.294272	1998	10.1109/dexa.1998.707517	1998
10.1145/294260.294272	1998	10.1007/3-540-57818-8_61	1994
10.1145/294260.294272	1998	10.1109/icde.1997.581755	1997
10.1145/294260.294272	1998	10.1145/233269.233333	1996
10.1145/294260.294272	1998	10.1145/212433.220198	1995
10.1145/294260.294274	1998	10.1145/16894.16861	1986
10.1145/294260.294274	1998	10.1145/170035.170066	1993
10.1145/294260.294274	1998	10.1016/0306-4379(95)00035-6	1995
10.1145/294260.294274	1998	10.1109/pdis.1996.568677	1996
10.1145/294260.294274	1998	10.1016/0306-4379(88)90005-1	1988
10.1145/294260.294274	1998	10.1145/221270.221319	1995
10.1145/294260.294274	1998	10.1145/223784.223848	1995
10.1145/294260.294268	1998	10.1109/dexa.1998.707403	1998
10.1145/294260.294268	1998	10.1145/233269.233333	1996
10.1145/294260.294268	1998	10.1145/263661.263682	1997
10.1145/294260.294264	1998	10.1109/icde.1997.581777	1997
10.1145/294260.294264	1998	10.1145/234889.234901	1996
10.1145/319757.319794	1999	10.1145/253168.253189	1986
10.1145/319757.319794	1999	10.1145/27641.28057	1987
10.1145/319757.319794	1999	10.1145/285237.285287	1998
10.1145/319757.319794	1999	10.1109/icde.1997.581755	1997
10.1145/319757.319794	1999	10.1007/3-540-62222-5_39	1997
10.1145/319757.319794	1999	10.1145/233269.233333	1996
10.1145/319757.319794	1999	10.1145/170035.170076	1993
10.1145/319757.319794	1999	10.1145/65935.65937	1989
10.1145/319757.319794	1999	10.1109/69.390248	1995
10.1145/319757.319794	1999	10.1109/69.142018	1992
10.1145/319757.319794	1999	10.1145/359007.359013	1980
10.1145/319757.319794	1999	10.1016/0306-4379(83)90013-3	1983
10.1145/319757.319794	1999	10.1145/32204.32222	1987
10.1145/319757.319794	1999	10.1109/ideas.1999.787274	1999
10.1145/294260.294267	1998	10.1109/icde.1996.492099	1996
10.1145/294260.294267	1998	10.1145/253260.253288	1997
10.1007/10722620_27	2000	10.1109/ride.2000.836494	2000
10.1007/10722620_27	2000	10.1145/5505.5508	1985
10.1007/10722620_27	2000	10.1145/588111.588124	1982
10.1007/10722620_27	2000	10.1109/wwos.1993.348170	1993
10.1007/10722620_27	2000	10.1145/198153.198164	1994
10.1007/10722620_27	2000	10.1109/4236.656084	1998
10.1007/10722620_27	2000	10.1109/tse.1983.236733	1983
10.1007/10722620_27	2000	10.1145/268998.266711	1997
10.1007/10722620_27	2000	10.1109/tse.1987.232564	1987
10.1007/10722620_27	2000	10.1145/224056.224070	1995
10.1007/10722620_10	2000	10.1145/336992.337015	1999
10.1007/10722620_20	2000	10.1007/3-540-63139-9_48	1997
10.1007/10722620_20	2000	10.1023/a:1008656726700	1998
10.1007/10722620_20	2000	10.1007/bfb0020545	1995
10.1007/10722620_20	2000	10.1016/0169-7552(96)00068-2	1996
10.1007/10722620_20	2000	10.1007/bf01277643	1995
10.1007/10722620_20	2000	10.1109/icdcs.1999.776547	1999
10.1007/10722620_20	2000	10.1023/a:1008604709862	1998
10.1007/10722620_20	2000	10.1109/4434.788776	1999
10.1007/10722620_20	2000	10.1007/bfb0026748	1997
10.1007/10722620_18	2000	10.1007/978-3-540-45012-2_21	2000
10.1007/10722620_18	2000	10.1007/bfb0057648	1998
10.1007/10722620_30	2000	10.1109/icde.1996.492208	1996
10.1007/10722620_30	2000	10.1109/ride.1999.758645	1999
10.1007/10722620_30	2000	10.1145/38713.38742	1987
10.1007/10722620_30	2000	10.1109/coopis.1999.792183	1999
10.1007/10722620_30	2000	10.1109/ride.1999.758602	1999
10.1007/10722620_30	2000	10.1007/3-540-45140-4_10	2000
10.1007/10722620_30	2000	10.1007/978-3-642-79646-3_4	1995
10.1007/10722620_30	2000	10.1007/3-540-48309-8_89	1999
10.1007/10722620_30	2000	10.1109/icde.1996.492206	1996
10.1007/10722620_9	2000	10.1007/bfb0022013	1997
10.1007/10722620_9	2000	10.1145/344788.344794	2000
10.1007/10722620_9	2000	10.1109/icde.1999.754928	1999
10.1007/10722620_14	2000	10.1109/icde.1996.492207	1996
10.1007/10722620_28	2000	10.1145/352871.352882	2000
10.1007/10722620_28	2000	10.1145/336992.337000	1999
10.1007/10722620_28	2000	10.1109/mc.2000.820034	2000
10.1007/10722620_28	2000	10.1145/336992.337008	1999
10.1007/10722620_28	2000	10.1007/3-540-48747-6_20	1999
10.1007/10722620_28	2000	10.1016/s1389-1286(00)00026-8	2000
10.1007/10722620_13	2000	10.1145/249978.249980	1997
10.1007/10722620_13	2000	10.1145/322326.322332	1982
10.1007/10722620_13	2000	10.1109/mc.1986.1663327	1986
10.1007/10722620_22	2000	10.1145/7885.7887	1987
10.1007/10722620_22	2000	10.1016/s0004-3702(98)00078-2	1998
10.1007/10722620_22	2000	10.1093/logcom/8.3.261	1998
10.1007/10722620_22	2000	10.1109/tc.1980.1675516	1980
10.1007/10722620_22	2000	10.1145/143457.143530	1992
10.1007/10722620_22	2000	10.1016/s0167-6423(97)00020-8	1998
10.1007/10722620_21	2000	10.1016/s0306-4379(99)00026-5	1999
10.1007/10722620_21	2000	10.1007/978-1-4419-8656-6_3	1999
10.1007/10722620_21	2000	10.1016/s0004-3702(96)00047-1	1997
10.1007/10722620_21	2000	10.1016/s0306-4379(99)00010-1	1999
10.1007/10722620_21	2000	10.1016/0004-3702(85)90016-5	1985
10.1007/10722620_21	2000	10.1007/3-540-48738-7_22	1999
10.1007/10722620_21	2000	10.1109/icdcs.1999.776547	1999
10.1007/10722620_21	2000	10.1007/978-3-540-49524-6_28	1998
10.1007/10722620_21	2000	10.1007/978-3-540-46652-9_24	1999
10.1007/10722620_21	2000	10.1023/a:1008759413689	2000
10.1007/10722620_21	2000	10.1007/bf03325097	1999
10.1007/10722620_21	2000	10.1007/978-3-642-60119-4_26	1999
10.1007/10722620_21	2000	10.1016/s0004-3702(97)00009-x	1997
10.1007/10722620_21	2000	10.1023/a:1008604709862	1998
10.1007/10722620_3	2000	10.1007/bf01277643	1995
10.1007/10722620_3	2000	10.1007/3-540-46852-8_38	1999
10.1007/10722620_3	2000	10.1109/mcc.1999.788775	1999
10.1007/10722620_3	2000	10.1109/icde.1996.492206	1996
10.1007/10722620_11	2000	10.1007/3-540-49653-x_27	1998
10.1007/10722620_11	2000	10.1145/133160.133215	1992
10.1007/10722620_11	2000	10.1023/a:1008690008856	1998
10.1007/10722620_11	2000	10.1145/223784.223812	1995
10.1007/10722620_11	2000	10.1145/122860.122887	1991
10.1007/10722620_19	2000	10.1109/coopis.1997.613807	1997
10.1007/10722620_19	2000	10.1007/s004500050138	1999
10.1007/10722620_19	2000	10.1007/bfb0014171	1996
10.1007/10722620_19	2000	10.1007/bf01277643	1995
10.1007/10722620_19	2000	10.1007/3-540-46439-5_12	2000
10.1007/10722620_19	2000	10.1109/icdcs.1998.679803	1998
10.1007/10722620_19	2000	10.1016/0167-6423(87)90035-9	1987
10.1007/10722620_19	2000	10.1109/2.596624	1997
10.1007/10722620_19	2000	10.1109/ride.1999.758620	1999
10.1007/10722620_19	2000	10.1007/bfb0014169	1996
10.1007/10722620_19	2000	10.1109/icde.1996.492200	1996
10.1007/10722620_19	2000	10.1109/icde.1999.754944	1999
10.1007/10722620_19	2000	10.1023/a:1008608810770	1998
10.1007/10722620_19	2000	10.1007/3-540-62222-5_48	1997
10.1007/10722620_2	2000	10.1016/s0306-4379(00)00008-9	2000
10.1007/10722620_2	2000	10.1007/3-540-56863-8_36	1993
10.1007/10722620_2	2000	10.1007/3-540-47910-4_21	1993
10.1007/10722620_2	2000	10.1007/bf01277643	1995
10.1007/10722620_2	2000	10.1007/3-540-45140-4_29	2000
10.1007/10722620_8	2000	10.1109/icde.2000.839388	2000
10.1007/10722620_8	2000	10.1145/223784.223785	1995
10.1007/10722620_8	2000	10.1109/icde.2000.839387	2000
10.1007/10722620_8	2000	10.1109/32.92915	1991
10.1007/10722620_8	2000	10.1109/ride.1992.227409	1992
10.1007/10722620_8	2000	10.1109/icde.1994.283066	1994
10.1007/10722620_8	2000	10.1109/69.273035	1994
10.1007/10722620_8	2000	10.1007/978-3-642-60119-4_12	1999
10.1007/10722620_8	2000	10.1145/96602.96604	1990
10.1007/10722620_8	2000	10.1109/ride.1995.378738	1995
10.1007/10722620_8	2000	10.1145/276304.276348	1998
10.1007/10722620_8	2000	10.1145/63264.63518	1989
10.1007/10722620_8	2000	10.1109/2.121508	1992
10.1007/10722620_29	2000	10.1109/coopis.1998.706188	1998
10.1007/10722620_29	2000	10.1109/icde.1997.581781	1997
10.1007/10722620_29	2000	10.1007/bfb0014182	1996
10.1007/10722620_29	2000	10.1109/ride.1996.492244	1996
10.1007/10722620_29	2000	10.1145/191246.191322	1994
10.1007/10722620_29	2000	10.1007/bfb0054504	1998
10.1007/10722620_1	2000	10.1109/ride.1999.758645	1999
10.1007/10722620_1	2000	10.1016/s0743-1066(96)00141-0	1997
10.1007/10722620_1	2000	10.1007/bfb0031741	1996
10.1007/10722620_1	2000	10.1007/3-540-63792-3_19	1997
10.1007/10722620_1	2000	10.1145/132271.132272	1992
10.1007/10722620_1	2000	10.1145/303976.304005	1999
10.1007/10722620_1	2000	10.1109/coopis.1999.792164	1999
10.1007/10722620_1	2000	10.1007/bfb0034673	1996
10.1007/10722620_1	2000	10.1016/b978-0-444-88074-1.50020-2	1990
10.1007/10722620_1	2000	10.1109/ride.1999.758587	1999
10.1007/10722620_1	2000	10.1145/275487.275491	1998
10.1007/10722620_1	2000	10.1016/0743-1066(93)90035-f	1993
10.1007/10722620_1	2000	10.1007/bf01277643	1995
10.1007/10722620_1	2000	10.1109/icdcs.1998.679803	1998
10.1007/10722620_1	2000	10.1109/icdcs.1999.776547	1999
10.1007/10722620_1	2000	10.1109/69.494164	1996
10.1007/10722620_1	2000	10.1007/3540608052_76	1995
10.1007/10722620_1	2000	10.1016/s0743-1066(96)00121-5	1997
10.1007/10722620_1	2000	10.1147/sj.332.0326	1994
10.1007/10722620_1	2000	10.1145/233269.280350	1996
10.1007/10722620_1	2000	10.1109/icde.1999.754944	1999
10.1007/10722620_1	2000	10.1613/jair.30	1994
10.1007/10722620_1	2000	10.1016/0743-1066(95)00049-p	1995
10.1007/10722620_1	2000	10.1145/245882.245903	1996
10.1007/10722620_1	2000	10.1007/3-540-62222-5_48	1997
10.1007/10722620_16	2000	10.1145/75334.75355	1989
10.1007/10722620_16	2000	10.1145/288627.288640	1998
10.1007/10722620_17	2000	10.1145/301308.301326	1999
10.1007/10722620_17	2000	10.1109/icdcs.1999.776528	1999
10.1007/10722620_17	2000	10.1145/276304.276362	1998
10.1007/10722620_17	2000	10.1145/306101.306137	1998
10.1007/10722620_17	2000	10.1145/93597.98736	1990
10.1007/10722620_17	2000	10.1145/331983.331992	1999
10.1007/10722620_4	2000	10.1016/s0169-7552(98)00110-x	1998
10.1007/10722620_4	2000	10.1145/48511.48515	1988
10.1007/10722620_4	2000	10.1145/122974.122993	1991
10.1007/10722620_4	2000	10.1109/coopis.1998.706182	1998
10.1007/10722620_4	2000	10.1145/48511.48514	1988
10.1007/10722620_4	2000	10.1016/s0169-7552(98)00064-6	1998
10.1007/10722620_4	2000	10.1109/adl.2000.848369	2000
10.1007/10722620_4	2000	10.1145/27636.27639	1987
10.1007/10722620_4	2000	10.1145/276675.276750	1998
10.1007/10722620_23	2000	10.1023/a:1008654224389	1998
10.1007/10722620_26	2000	10.1007/bfb0057648	1998
10.1007/10722620_26	2000	10.1109/4236.612217	1997
10.1007/10722620_26	2000	10.1109/12.580429	1997
10.1007/10722620_26	2000	10.1109/ride.1997.583714	1997
10.1007/10722620_26	2000	10.1145/146941.146942	1992
10.1007/10722620_26	2000	10.1007/bfb0057653	1998
10.1007/10722620_26	2000	10.1109/icde.1999.754928	1999
10.1007/10722620_7	2000	10.1007/bfb0100992	1998
10.1007/10722620_7	2000	10.1145/68012.68015	1989
10.1007/10722620_7	2000	10.1145/223784.223849	1995
10.1007/10722620_7	2000	10.1007/bfb0014149	1996
10.1007/10722620_7	2000	10.1145/233269.233365	1996
10.1007/10722620_7	2000	10.1016/s0169-023x(99)00009-9	1999
10.1007/10722620_7	2000	10.1016/s0169-023x(99)00016-6	2000
10.1007/10722620_7	2000	10.1109/pdis.1996.568677	1996
10.1007/10722620_7	2000	10.1145/233269.233361	1996
10.1007/10722620_7	2000	10.1145/602259.602293	1984
10.1007/10722620_7	2000	10.1007/3-540-47866-3_23	1999
10.1007/10722620_7	2000	10.1016/s0169-023x(99)00029-4	1999
10.1007/10722620_7	2000	10.1023/a:1008773527263	2000
10.1007/10722620_7	2000	10.1007/bf00122128	1996
10.1007/10722620_7	2000	10.1145/223784.223848	1995
10.1007/10722620_6	2000	10.1002/(sici)1097-4571(199803)49:3<206::aid-asi3>3.0.co;2-k	1998
10.1007/10722620_6	2000	10.1002/(sici)1097-4571(1999)50:6<530::aid-asi8>3.0.co;2-u	1999
10.1007/10722620_6	2000	10.1109/2.769447	1999
10.1007/10722620_6	2000	10.1023/a:1007649029923	2000
10.1007/10722620_6	2000	10.1002/(sici)1097-4571(1999)50:6<514::aid-asi6>3.0.co;2-q	1999
10.1007/10722620_25	2000	10.1109/69.755619	1999
10.1007/10722620_25	2000	10.1109/71.159044	1992
10.1007/10722620_25	2000	10.1145/233269.233328	1996
10.1007/10722620_25	2000	10.1145/319806.319814	1999
10.1007/10722620_25	2000	10.1109/69.536256	1996
10.1007/10722620_15	2000	10.1109/tse.1983.236170	1983
10.1007/10722620_15	2000	10.1007/s007780050045	1997
10.1007/10722620_15	2000	10.1023/a:1008683107812	1997
10.1007/10722620_15	2000	10.1145/319628.319650	1981
10.1007/10722620_15	2000	10.1023/a:1008752909607	1999
10.1007/10722620_15	2000	10.1109/coopis.1999.792178	1999
10.1007/10722620_15	2000	10.1109/69.180603	1992
10.1007/10722620_15	2000	10.1023/a:1008641408566	1997
10.1007/10722620_15	2000	10.1109/69.729736	1998
10.1007/10722620_15	2000	10.1109/2.121508	1992
10.1007/10722620_24	2000	10.1145/263479.263480	1997
10.1007/10722620_24	2000	10.1145/306101.306105	1998
10.1145/318898.318990	1985	10.1109/tse.1979.234182	1979
10.1145/318898.318990	1985	10.1145/356842.356846	1981
10.1145/318898.318990	1985	10.1007/3-540-08755-9_9	1978
10.1145/318898.318990	1985	10.1145/319566.319567	1981
10.1145/318898.318990	1985	10.1145/359545.359563	1978
10.1145/318898.318990	1985	10.1145/320071.320076	1979
10.1145/342009.335372	2000	10.1109/icde.1995.380415	1995
10.1145/342009.335372	2000	10.1145/276304.276313	1998
10.1145/342009.335372	2000	10.1145/253260.253327	1997
10.1145/342009.335372	2000	10.1145/312129.312191	1999
10.1145/342009.335372	2000	10.1109/icde.2000.839450	2000
10.1145/342009.335372	2000	10.1109/icde.1999.754913	1999
10.1145/342009.335372	2000	10.1145/191246.191314	1994
10.1145/342009.335372	2000	10.1109/icde.1997.581756	1997
10.1145/342009.335372	2000	10.1023/a:1009748302351	1997
10.1145/342009.335372	2000	10.1145/276304.276307	1998
10.1145/342009.335372	2000	10.1145/223784.223813	1995
10.1145/342009.335372	2000	10.1145/276304.276335	1998
10.1145/582318.582320	1981	10.1145/321812.321820	1974
10.1145/582318.582320	1981	10.1145/361082.361086	1974
10.1145/582318.582320	1981	10.1016/0020-0190(82)90088-6	1982
10.1145/582318.582320	1981	10.1016/0306-4379(75)90015-0	1975
10.1145/582318.582320	1981	10.1145/359168.359175	1979
10.1145/582318.582320	1981	10.1145/320521.320535	1977
10.1145/170035.170079	1993	10.1145/588011.588029	1984
10.1145/170035.170079	1993	10.1145/6012.15404	1986
10.1145/170035.170079	1993	10.1109/32.9057	1988
10.1145/170035.170079	1993	10.1145/128903.128905	1992
10.1145/170035.170079	1993	10.1007/3-540-19074-0_44	1988
10.1145/170035.170079	1993	10.1145/6041.6042	1985
10.1145/170035.170079	1993	10.1145/38713.38749	1987
10.1145/170035.170079	1993	10.1145/38713.38734	1987
10.1145/170035.170079	1993	10.1145/65935.65939	1989
10.1145/170035.170079	1993	10.1145/298514.298593	1990
10.1145/170035.170079	1993	10.1145/67544.66962	1989
10.1145/170035.170079	1993	10.1007/bfb0020783	1991
10.1145/170035.170079	1993	10.1145/140979.141006	1992
10.1145/170035.170079	1993	10.1016/0022-0000(78)90014-4	1978
10.1145/170035.170079	1993	10.1007/3-540-50171-1_15	1988
10.1145/170035.170079	1993	10.1145/67544.66931	1989
10.1145/170035.170079	1993	10.1109/69.50904	1990
10.1145/170035.170079	1993	10.1007/3-540-53507-1_72	1990
10.1145/170035.170079	1993	10.1007/bfb0022176	1990
10.1145/170035.170079	1993	10.1145/16894.16888	1986
10.1145/170035.170079	1993	10.1145/115790.115811	1991
10.1145/509383.509403	1976	10.1145/1734663.1734677	1970
10.1145/509383.509403	1976	10.1145/800296.811515	1974
10.1145/509383.509403	1976	10.1145/1282480.1282482	1975
10.1145/509383.509403	1976	10.1145/362384.362685	1970
10.1145/509383.509403	1976	10.1145/1282480.1282490	1975
10.1145/582353.582391	1982	10.1145/320107.320109	1979
10.1145/223784.223893	1995	10.1007/978-1-4471-3225-7_2	1993
10.1145/223784.223893	1995	10.1109/ride.1994.282859	1994
10.1145/130283.130342	1992	10.1145/115790.115830	1991
10.1145/130283.130342	1992	10.1007/3-540-19074-0_57	1988
10.1145/130283.130342	1992	10.1109/icde.1992.213178	1992
10.1145/130283.130342	1992	10.1145/67544.66939	1989
10.1145/130283.130342	1992	10.1145/210332.210335	1995
10.1145/130283.130342	1992	10.1145/73721.73758	1989
10.1145/130283.130342	1992	10.1145/320141.320150	1980
10.1145/130283.130342	1992	10.1016/0306-4379(87)90021-4	1987
10.1145/130283.130342	1992	10.1016/0306-4379(86)90003-7	1986
10.1145/130283.130342	1992	10.1145/582192.582226	1983
10.1145/253260.253263	1997	10.1145/263661.263671	1997
10.1145/253260.253263	1997	10.1145/93597.98741	1990
10.1145/253260.253263	1997	10.1145/319682.319698	1982
10.1145/253260.253263	1997	10.1007/bf00962238	1994
10.1145/253260.253263	1997	10.1109/pdis.1993.253077	1993
10.1145/253260.253263	1997	10.1007/3-540-60159-7_6	1995
10.1145/253260.253263	1997	10.1145/115790.115821	1991
10.1145/253260.253263	1997	10.1145/146370.146380	1992
10.1145/253260.253263	1997	10.1145/50202.50221	1988
10.1145/253260.253263	1997	10.1109/icde.1993.344072	1993
10.1145/253260.253263	1997	10.1145/223784.223794	1995
10.1145/276304.276375	1998	10.1145/263661.263678	1997
10.1145/276304.276375	1998	10.1007/bfb0101001	1998
10.1145/276304.276375	1998	10.1145/253260.253403	1997
10.1145/276304.276375	1998	10.1007/bfb0100978	1998
10.1145/223784.223849	1995	10.1145/42267.42271	1988
10.1145/223784.223849	1995	10.1145/16894.16861	1986
10.1145/223784.223849	1995	10.1145/320083.320099	1979
10.1145/223784.223849	1995	10.1007/bfb0032436	1992
10.1145/223784.223849	1995	10.1145/153850.153855	1993
10.1145/223784.223849	1995	10.1145/170035.170066	1993
