Cited_DOI	Last_Cited_Year
10.1016/0020-0190(88)90200-1	1993
10.1016/0020-0190(88)90202-5	1993
10.1016/0020-0190(89)90019-7	1998
10.1016/0020-0190(89)90030-6	1992
10.1016/0020-0190(89)90052-5	1994
10.1016/0020-0190(89)90065-3	1991
10.1016/0020-0190(89)90106-3	1993
10.1016/0020-0190(89)90112-9	1994
10.1016/0020-0190(89)90162-2	1993
10.1016/0020-0190(89)90205-6	2000
10.1016/0020-0190(89)90207-x	1995
10.1016/0020-0190(89)90212-3	1993
10.1016/0020-0190(90)00107-k	1999
10.1016/0020-0190(90)90012-m	1997
10.1016/0020-0190(90)90016-q	1994
10.1016/0020-0190(90)90035-v	1997
10.1016/0020-0190(90)90043-w	1993
10.1016/0020-0190(90)90055-3	1997
10.1016/0020-0190(90)90070-e	1998
10.1016/0020-0190(90)90083-a	1996
10.1016/0020-0190(90)90101-3	1998
10.1016/0020-0190(90)90151-m	1998
10.1016/0020-0190(90)90152-n	1997
10.1016/0020-0190(90)90156-r	1994
10.1016/0020-0190(90)90194-3	1996
10.1016/0020-0190(90)90214-i	2000
10.1016/0020-0190(90)90226-n	1998
10.1016/0020-0190(91)90032-d	1999
10.1016/0020-0190(91)90034-f	1992
10.1016/0020-0190(91)90074-r	2000
10.1016/0020-0190(91)90077-u	1992
10.1016/0020-0190(91)90162-b	1994
10.1016/0020-0190(91)90199-r	1998
10.1016/0020-0190(92)90034-s	1993
10.1016/0020-0190(92)90053-x	1994
10.1016/0020-0190(92)90120-k	1998
10.1016/0020-0190(92)90136-j	1994
10.1016/0020-0190(92)90210-m	1999
10.1016/0020-0190(92)90220-p	1998
10.1016/0020-0190(92)90250-y	1995
10.1016/0020-0190(93)90018-5	1995
10.1016/0020-0190(93)90144-x	1996
10.1016/0020-0190(93)90222-u	1999
10.1016/0020-0190(93)90232-x	1995
10.1016/0020-0190(94)00022-0	1999
10.1016/0020-0190(94)00040-9	1998
10.1016/0020-0190(94)00176-y	2000
10.1016/0020-0190(94)00182-x	1999
10.1016/0020-0190(94)00229-r	1997
10.1016/0020-0190(94)90099-x	1998
10.1016/0020-0190(95)00055-h	1997
10.1016/0020-0190(95)00154-5	1997
10.1016/0020-0190(95)00170-0	2002
10.1016/0020-0190(95)00192-1	1999
10.1016/0020-0190(96)00067-1	1997
10.1016/0020-0255(73)90009-1	1997
10.1016/0020-0255(83)90014-2	2009
10.1016/0020-0255(83)90015-4	1999
10.1016/0020-0255(84)90020-3	1996
10.1016/0020-0255(84)90025-2	1986
10.1016/0020-0255(85)90008-8	1996
10.1016/0020-0255(85)90039-8	1994
10.1016/0020-0255(88)90019-9	1998
10.1016/0020-0255(89)90004-2	1992
10.1016/0020-0255(89)90005-4	1992
10.1016/0020-0255(89)90006-6	1992
10.1016/0020-0255(89)90007-8	1992
10.1016/0020-0255(89)90008-x	1992
10.1016/0020-0255(89)90023-6	1993
10.1016/0020-0255(89)90024-8	1995
10.1016/0020-0255(89)90025-x	1998
10.1016/0020-0255(89)90026-1	1999
10.1016/0020-0255(91)90060-8	1997
10.1016/0020-0255(94)00062-g	1995
10.1016/0020-0255(94)90037-x	1998
10.1016/0020-0255(94)90046-9	1998
10.1016/0020-0255(94)90058-2	1995
10.1016/0020-0255(94)90059-0	1995
10.1016/0020-0255(95)00092-4	1994
10.1016/0020-0255(95)00130-1	2000
10.1016/0020-0255(95)00289-8	2000
10.1016/0020-0255(96)00119-3	1999
10.1016/0020-7373(89)90018-7	1991
10.1016/0020-7373(91)90010-5	1996
10.1016/0020-7373(91)90011-u	1997
10.1016/0020-7373(91)90012-v	1995
10.1016/0020-7373(91)90025-3	1999
10.1016/0020-7373(91)90052-9	1992
10.1016/0020-7373(92)90013-b	1996
10.1016/0020-7373(92)90019-h	1993
10.1016/0020-7373(92)90025-g	1996
10.1016/0020-7373(92)90038-m	1998
10.1016/0020-7373(92)90043-k	1997
10.1016/0020-7373(92)90072-s	1996
10.1016/0020-7373(92)90091-x	1997
10.1016/0020-7373(92)90092-y	1998
10.1016/0022-0000(78)90009-0	1999
10.1016/0022-0000(78)90014-4	1996
10.1016/0022-0000(78)90033-8	1979
10.1016/0022-0000(78)90043-0	1987
10.1016/0022-0000(78)90045-4	1982
10.1016/0022-0000(78)90046-6	1988
10.1016/0022-0000(78)90048-x	1991
10.1016/0022-0000(79)90011-4	1993
10.1016/0022-0000(79)90042-4	1999
10.1016/0022-0000(79)90044-8	1994
10.1016/0022-0000(79)90045-x	1992
10.1016/0022-0000(79)90046-1	1998
10.1016/0022-0000(79)90050-3	1994
10.1016/0022-0000(79)90054-0	1995
10.1016/0022-0000(80)90002-1	1994
10.1016/0022-0000(80)90011-2	1989
10.1016/0022-0000(80)90027-6	1998
10.1016/0022-0000(80)90029-x	1997
10.1016/0022-0000(80)90032-x	2001
10.1016/0022-0000(80)90036-7	1999
10.1016/0022-0000(80)90059-8	1991
10.1016/0022-0000(80)90061-6	1989
10.1016/0022-0000(81)90012-x	2000
10.1016/0022-0000(81)90028-3	1997
10.1016/0022-0000(81)90038-6	2000
10.1016/0022-0000(81)90039-8	1999
10.1016/0022-0000(81)90069-6	1997
10.1016/0022-0000(82)90008-3	1999
10.1016/0022-0000(82)90011-3	1999
10.1016/0022-0000(82)90012-5	2000
10.1016/0022-0000(82)90016-2	2000
10.1016/0022-0000(83)90002-8	1994
10.1016/0022-0000(83)90006-5	1993
10.1016/0022-0000(83)90029-6	1997
10.1016/0022-0000(83)90046-6	1993
10.1016/0022-0000(84)90004-7	1993
10.1016/0022-0000(84)90007-2	1996
10.1016/0022-0000(84)90010-2	1993
10.1016/0022-0000(84)90020-5	1984
10.1016/0022-0000(84)90031-x	1993
10.1016/0022-0000(84)90068-0	1993
10.1016/0022-0000(84)90075-8	1998
10.1016/0022-0000(84)90076-x	1993
10.1016/0022-0000(84)90077-1	1997
10.1016/0022-0000(84)90078-3	1987
10.1016/0022-0000(84)90079-5	1992
10.1016/0022-0000(84)90080-1	1998
10.1016/0022-0000(84)90081-3	1999
10.1016/0022-0000(85)90041-8	2001
10.1016/0022-0000(85)90057-1	1999
10.1016/0022-0000(85)90058-3	1998
10.1016/0022-0000(86)90015-2	2001
10.1016/0022-0000(86)90016-4	1998
10.1016/0022-0000(86)90018-8	1988
10.1016/0022-0000(86)90019-x	2001
10.1016/0022-0000(86)90021-8	2001
10.1016/0022-0000(86)90022-x	1993
10.1016/0022-0000(86)90026-7	1998
10.1016/0022-0000(86)90029-2	2000
10.1016/0022-0000(86)90058-9	1999
10.1016/0022-0000(87)90019-5	1999
10.1016/0022-0000(87)90028-6	1994
10.1016/0022-0000(87)90034-1	1986
10.1016/0022-0000(88)90021-9	1997
10.1016/0022-0000(88)90030-x	2001
10.1016/0022-0000(88)90039-6	1997
10.1016/0022-0000(89)90003-2	1995
10.1016/0022-0000(89)90004-4	1997
10.1016/0022-0000(89)90005-6	2000
10.1016/0022-0000(89)90006-8	1994
10.1016/0022-0000(89)90007-x	1994
10.1016/0022-0000(89)90008-1	1993
10.1016/0022-0000(89)90024-x	1992
10.1016/0022-0000(89)90034-2	2000
10.1016/0022-0000(90)90014-c	1995
10.1016/0022-0000(90)90022-d	2001
10.1016/0022-0000(90)90031-f	1998
10.1016/0022-0000(90)90032-g	1992
10.1016/0022-0000(90)90033-h	1998
10.1016/0022-0000(90)90034-i	1996
10.1016/0022-0000(90)90035-j	1999
10.1016/0022-0000(90)90036-k	1999
10.1016/0022-0000(91)90007-r	1992
10.1016/0022-0000(91)90011-s	1988
10.1016/0022-0000(91)90030-9	1997
10.1016/0022-0000(91)90031-y	1997
10.1016/0022-0000(91)90032-z	2000
10.1016/0022-0000(91)90033-2	1997
10.1016/0022-0000(91)90034-3	1995
10.1016/0022-0000(91)90035-4	2000
10.1016/0022-0000(91)90036-5	1998
10.1016/0022-0000(92)90001-y	1991
10.1016/0022-0000(92)90008-7	1996
10.1016/0022-0000(92)90034-g	1999
10.1016/0022-0000(92)90041-g	1995
10.1016/0022-0000(93)90019-s	1991
10.1016/0022-0000(93)90020-w	1999
10.1016/0022-0000(93)90021-n	1998
10.1016/0022-0000(93)90022-o	2000
10.1016/0022-0000(93)90023-p	2000
10.1016/0022-0000(93)90024-q	1998
10.1016/0022-0000(93)90025-r	1994
10.1016/0022-0000(93)90043-v	1998
10.1016/0096-0551(75)90019-3	1992
10.1016/0096-0551(75)90032-6	1997
10.1016/0096-0551(77)90008-x	1981
10.1016/0096-0551(79)90016-x	1989
10.1016/0096-0551(80)90007-7	2002
10.1016/0096-0551(81)90048-5	2002
10.1016/0096-0551(82)90001-7	1985
10.1016/0096-0551(82)90017-0	1984
10.1016/0096-0551(84)90010-9	1996
10.1016/0096-0551(88)90011-2	2002
10.1016/0096-0551(89)90014-3	1998
10.1016/0096-0551(89)90029-5	1991
10.1016/0096-0551(90)90011-d	1994
10.1016/0096-0551(92)90028-l	1997
10.1016/0096-0551(93)90033-w	1994
10.1016/0166-5316(85)90008-2	1999
10.1016/0166-5316(85)90010-0	1993
10.1016/0166-5316(85)90024-0	1998
10.1016/0166-5316(85)90043-4	1998
10.1016/0166-5316(86)90008-8	1991
10.1016/0166-5316(86)90026-x	1987
10.1016/0166-5316(87)90025-3	2000
10.1016/0166-5316(87)90040-x	1998
10.1016/0166-5316(88)90005-3	1993
10.1016/0166-5316(88)90018-1	1993
10.1016/0166-5316(89)90003-5	1991
10.1016/0166-5316(89)90005-9	1991
10.1016/0166-5316(90)90024-d	1991
10.1016/0166-5316(91)90002-k	1993
10.1016/0166-5316(91)90013-s	1998
10.1016/0166-5316(94)90016-7	1995
10.1016/0166-5316(94)90018-3	1999
10.1016/0166-5316(95)00019-4	1999
10.1016/0167-4048(87)90105-2	1995
10.1016/0167-4048(88)90009-0	1995
10.1016/0167-4048(90)90131-c	1997
10.1016/0167-6423(82)90010-7	1992
10.1016/0167-6423(82)90016-8	1986
10.1016/0167-6423(82)90017-x	1994
10.1016/0167-6423(83)90017-5	2012
10.1016/0167-6423(86)90017-1	1986
10.1016/0167-6423(86)90021-3	1993
10.1016/0167-6423(87)90019-0	1990
10.1016/0167-6423(87)90035-9	2000
10.1016/0167-6423(88)90024-x	1992
10.1016/0167-6423(92)90005-v	1996
10.1016/0167-6423(93)90021-g	1999
10.1016/0167-6423(93)90025-k	1996
10.1016/0167-8191(93)90028-j	1997
10.1016/0167-8191(94)90025-6	2002
10.1016/0167-8191(94)90027-2	1997
10.1016/0167-8191(95)00004-6	2002
10.1016/0167-8191(96)80003-2	1997
10.1016/0168-0072(89)90053-5	1995
10.1016/0168-0072(90)90080-l	2000
10.1016/0168-0072(91)90068-w	1998
10.1016/0168-0072(94)00025-x	1999
10.1016/0168-0072(94)90010-8	1995
10.1016/0168-0072(95)00013-5	1997
10.1016/0169-023x(85)90003-5	1988
10.1016/0169-023x(85)90019-9	1995
10.1016/0169-023x(85)90027-8	1997
10.1016/0169-023x(85)90032-1	1995
10.1016/0169-023x(87)90007-3	1990
10.1016/0169-023x(87)90017-6	1992
10.1016/0169-023x(87)90018-8	1997
10.1016/0169-023x(87)90019-x	1993
10.1016/0169-023x(87)90024-3	1989
10.1016/0169-023x(87)90031-0	1989
10.1016/0169-023x(88)90002-x	1994
10.1016/0169-023x(88)90007-9	1991
10.1016/0169-023x(88)90008-0	1994
10.1016/0169-023x(88)90009-2	1994
10.1016/0169-023x(88)90011-0	1998
10.1016/0169-023x(88)90016-x	1996
10.1016/0169-023x(89)90003-7	1992
10.1016/0169-023x(89)90004-9	1999
10.1016/0169-023x(89)90012-8	1998
10.1016/0169-023x(89)90013-x	1993
10.1016/0169-023x(89)90014-1	1993
10.1016/0169-023x(89)90016-5	1993
10.1016/0169-023x(89)90021-9	1995
10.1016/0169-023x(89)90027-x	1998
10.1016/0169-023x(89)90029-3	1990
10.1016/0169-023x(89)90038-4	1997
10.1016/0169-023x(90)90002-u	1995
10.1016/0169-023x(90)90015-6	1996
10.1016/0169-023x(90)90016-7	1997
10.1016/0169-023x(90)90017-8	1995
10.1016/0169-023x(90)90019-a	1992
10.1016/0169-023x(90)90020-e	1998
10.1016/0169-023x(90)90033-a	1995
10.1016/0169-023x(91)90002-f	1996
10.1016/0169-023x(91)90005-i	1995
10.1016/0169-023x(91)90006-j	1997
10.1016/0169-023x(91)90007-k	1994
10.1016/0169-023x(91)90008-l	1995
10.1016/0169-023x(91)90015-p	1996
10.1016/0169-023x(91)90019-t	1992
10.1016/0169-023x(91)90023-q	1995
10.1016/0169-023x(91)90026-t	1995
10.1016/0169-023x(91)90031-r	1992
10.1016/0169-023x(91)90033-t	1994
10.1016/0169-023x(91)90036-w	1993
10.1016/0169-023x(92)90002-s	1993
10.1016/0169-023x(92)90005-v	1996
10.1016/0169-023x(92)90007-x	1996
10.1016/0169-023x(92)90008-y	1995
10.1016/0169-023x(92)90009-z	1995
10.1016/0169-023x(92)90016-5	1994
10.1016/0169-023x(92)90019-8	1993
10.1016/0169-023x(92)90024-6	1993
10.1016/0169-023x(92)90028-a	1997
10.1016/0169-023x(92)90029-b	1993
10.1016/0169-023x(92)90033-8	1994
10.1016/0169-023x(92)90034-9	1994
10.1016/0169-023x(92)90035-a	1994
10.1016/0169-023x(92)90037-c	1993
10.1016/0169-023x(92)90040-i	1996
10.1016/0169-023x(92)90042-a	1995
10.1016/0169-023x(92)90044-c	1996
10.1016/0169-023x(93)90002-7	1996
10.1016/0169-023x(93)90003-8	1997
10.1016/0169-023x(93)90004-9	1999
10.1016/0169-023x(93)90008-d	1998
10.1016/0169-023x(93)90010-m	1996
10.1016/0169-023x(93)90017-j	1998
10.1016/0169-023x(93)90018-k	1996
10.1016/0169-023x(93)90020-p	1995
10.1016/0169-023x(93)90023-i	1998
10.1016/0169-023x(93)90024-j	1997
10.1016/0169-023x(93)90025-k	1995
10.1016/0169-023x(93)90026-l	1996
10.1016/0169-023x(93)90033-l	1998
10.1016/0169-023x(93)90043-o	1996
10.1016/0169-023x(93)90044-p	1997
10.1016/0169-023x(93)90045-q	1997
10.1016/0169-023x(94)00014-x	1993
10.1016/0169-023x(94)00017-4	1996
10.1016/0169-023x(94)00027-c	1996
10.1016/0169-023x(94)00028-d	1997
10.1016/0169-023x(94)00033-b	1996
10.1016/0169-023x(94)00035-d	1997
10.1016/0169-023x(94)90006-x	1999
10.1016/0169-023x(94)90011-6	2001
10.1016/0169-023x(94)90012-4	1998
10.1016/0169-023x(94)90013-2	1999
10.1016/0169-023x(94)90014-0	2000
10.1016/0169-023x(94)90023-x	2001
10.1016/0169-023x(94)90028-0	1996
10.1016/0169-023x(94)90031-0	1995
10.1016/0169-023x(94)90042-6	1995
10.1016/0169-023x(94)90045-0	1998
10.1016/0169-023x(94)90047-7	1997
10.1016/0169-023x(95)00004-c	1995
10.1016/0169-023x(95)00005-d	1999
10.1016/0169-023x(95)00006-e	1999
10.1016/0169-023x(95)00018-n	1999
10.1016/0169-023x(95)00022-k	1997
10.1016/0169-023x(95)00028-q	1996
10.1016/0169-023x(95)00036-r	1999
10.1016/0169-023x(95)00040-y	1999
10.1016/0169-023x(95)00041-p	1999
10.1016/0169-023x(95)00042-q	1999
10.1016/0169-023x(95)00044-s	1999
10.1016/0169-023x(95)00045-t	1998
10.1016/0169-023x(95)98435-5	1996
10.1016/0169-023x(96)00005-5	1999
10.1016/0169-7552(87)90085-7	1997
10.1016/0169-7552(91)90007-y	1993
10.1016/0169-7552(94)90128-7	1997
10.1016/0169-7552(94)90129-5	1997
10.1016/0169-7552(94)90131-7	1999
10.1016/0169-7552(94)90142-2	1998
10.1016/0169-7552(95)00022-y	1996
10.1016/0169-7552(95)00043-7	1998
10.1016/0169-7552(95)00098-5	1998
10.1016/0169-7552(95)00101-2	1996
10.1016/0169-7552(96)00028-1	1998
10.1016/0169-7552(96)00050-5	1997
10.1016/0169-7552(96)00051-7	2000
10.1016/0169-7552(96)00061-x	1998
10.1016/0169-7552(96)00068-2	2000
10.1016/0196-6774(80)90005-x	1980
10.1016/0196-6774(80)90015-2	1984
10.1016/0196-6774(81)90004-3	1996
10.1016/0196-6774(81)90023-7	1986
10.1016/0196-6774(81)90027-4	1993
10.1016/0196-6774(82)90004-9	1992
10.1016/0196-6774(82)90008-6	2000
10.1016/0196-6774(82)90024-4	1984
10.1016/0196-6774(84)90001-4	1988
10.1016/0196-6774(84)90027-0	1985
10.1016/0196-6774(84)90036-1	1984
10.1016/0196-6774(85)90023-9	1996
10.1016/0196-6774(85)90030-6	1990
10.1016/0196-6774(86)90004-0	1999
10.1016/0196-6774(86)90023-4	1999
10.1016/0196-6774(86)90043-x	1995
10.1016/0196-6774(87)90018-6	1991
10.1016/0196-6774(87)90024-1	1992
10.1016/0196-6774(87)90049-6	1995
10.1016/0196-6774(88)90041-7	1990
10.1016/0196-6774(89)90010-2	1994
10.1016/0196-6774(90)90011-3	1997
10.1016/0196-6774(90)90013-5	1999
10.1016/0196-6774(90)90022-7	1994
10.1016/0196-6774(91)90006-k	2001
10.1016/0196-6774(91)90036-x	1998
10.1016/0196-6774(91)90041-v	1994
10.1016/0304-3975(51)90003-5	1995
10.1016/0304-3975(51)90004-7	1997
10.1016/0304-3975(51)90006-0	1998
10.1016/0304-3975(51)90007-2	1999
10.1016/0304-3975(51)90008-4	1992
10.1016/0304-3975(51)90009-6	1998
10.1016/0304-3975(75)90017-1	1996
10.1016/0304-3975(76)90059-1	1996
10.1016/0304-3975(76)90061-x	2000
10.1016/0304-3975(76)90062-1	1983
10.1016/0304-3975(76)90068-2	1986
10.1016/0304-3975(76)90077-3	1991
10.1016/0304-3975(77)90014-7	1999
10.1016/0304-3975(77)90037-8	1995
10.1016/0304-3975(77)90040-8	1979
10.1016/0304-3975(77)90054-8	1994
10.1016/0304-3975(79)90006-9	1988
10.1016/0304-3975(79)90007-0	1996
10.1016/0304-3975(79)90044-6	1983
10.1016/0304-3975(79)90055-0	1991
10.1016/0304-3975(79)90059-8	1979
10.1016/0304-3975(80)90009-2	1994
10.1016/0304-3975(80)90036-5	1998
10.1016/0304-3975(80)90037-7	2000
10.1016/0304-3975(80)90048-1	1990
10.1016/0304-3975(80)90057-2	1991
10.1016/0304-3975(80)90059-6	1989
10.1016/0304-3975(80)90060-2	1984
10.1016/0304-3975(80)90061-4	1999
10.1016/0304-3975(80)90075-4	1980
10.1016/0304-3975(81)90047-5	1983
10.1016/0304-3975(81)90081-5	1983
10.1016/0304-3975(81)90082-7	1992
10.1016/0304-3975(81)90109-2	1983
10.1016/0304-3975(81)90112-2	1998
10.1016/0304-3975(81)90113-4	1994
10.1016/0304-3975(82)90038-x	1997
10.1016/0304-3975(82)90115-3	1997
10.1016/0304-3975(82)90125-6	1995
10.1016/0304-3975(83)90007-5	1987
10.1016/0304-3975(83)90019-1	2000
10.1016/0304-3975(83)90020-8	1995
10.1016/0304-3975(83)90038-5	2000
10.1016/0304-3975(83)90059-2	1996
10.1016/0304-3975(83)90064-6	1984
10.1016/0304-3975(83)90084-1	1995
10.1016/0304-3975(84)90017-3	1994
10.1016/0304-3975(84)90025-2	1997
10.1016/0304-3975(84)90030-6	1994
10.1016/0304-3975(85)90012-x	1989
10.1016/0304-3975(85)90037-4	1988
10.1016/0304-3975(85)90075-1	1992
10.1016/0304-3975(85)90077-5	1989
10.1016/0304-3975(85)90141-0	1986
10.1016/0304-3975(85)90224-5	1999
10.1016/0304-3975(86)90010-1	1998
10.1016/0304-3975(86)90011-3	1996
10.1016/0304-3975(86)90012-5	1991
10.1016/0304-3975(86)90014-9	1999
10.1016/0304-3975(86)90015-0	1999
10.1016/0304-3975(86)90022-8	1993
10.1016/0304-3975(86)90044-7	1991
10.1016/0304-3975(86)90047-2	1999
10.1016/0304-3975(86)90051-4	1988
10.1016/0304-3975(86)90098-8	2000
10.1016/0304-3975(86)90100-3	1988
10.1016/0304-3975(86)90141-6	1998
10.1016/0304-3975(86)90174-x	2000
10.1016/0304-3975(87)90045-4	1987
10.1016/0304-3975(87)90102-2	1990
10.1016/0304-3975(87)90113-7	1995
10.1016/0304-3975(87)90135-6	1992
10.1016/0304-3975(88)90032-1	1990
10.1016/0304-3975(88)90123-5	1988
10.1016/0304-3975(89)90004-2	1996
10.1016/0304-3975(89)90070-4	1998
10.1016/0304-3975(89)90088-1	1997
10.1016/0304-3975(89)90126-6	1999
10.1016/0304-3975(90)90011-6	1997
10.1016/0304-3975(90)90012-7	1999
10.1016/0304-3975(90)90014-9	1996
10.1016/0304-3975(90)90015-a	1989
10.1016/0304-3975(90)90110-4	1995
10.1016/0304-3975(90)90136-6	1993
10.1016/0304-3975(90)90172-e	1990
10.1016/0304-3975(90)90191-j	1992
10.1016/0304-3975(91)90039-5	1995
10.1016/0304-3975(91)90043-2	1995
10.1016/0304-3975(91)90048-7	1992
10.1016/0304-3975(91)90266-5	1997
10.1016/0304-3975(91)90315-s	1994
10.1016/0304-3975(91)90316-t	1994
10.1016/0304-3975(91)90327-x	1997
10.1016/0304-3975(91)90359-a	1992
10.1016/0304-3975(92)90017-a	1997
10.1016/0304-3975(92)90020-g	1996
10.1016/0304-3975(92)90065-n	1988
10.1016/0304-3975(92)90138-6	1996
10.1016/0304-3975(92)90182-f	1993
10.1016/0304-3975(92)90214-z	1999
10.1016/0304-3975(92)90267-j	1999
10.1016/0304-3975(92)90302-v	1996
10.1016/0304-3975(92)90322-7	1997
10.1016/0304-3975(92)90362-j	1999
10.1016/0304-3975(92)90365-m	1997
10.1016/0304-3975(93)90064-z	2001
10.1016/0304-3975(93)90073-3	1993
10.1016/0304-3975(93)90218-i	1997
10.1016/0304-3975(93)90219-j	2000
10.1016/0304-3975(93)90220-n	2001
10.1016/0304-3975(93)90221-e	2001
10.1016/0304-3975(93)90222-f	1998
10.1016/0304-3975(93)90223-g	1999
10.1016/0304-3975(93)90224-h	1999
10.1016/0304-3975(93)90345-t	1995
10.1016/0304-3975(94)00084-v	2001
10.1016/0304-3975(94)00153-a	1998
10.1016/0304-3975(94)00184-k	1996
10.1016/0304-3975(94)00186-m	1990
10.1016/0304-3975(94)00216-9	1996
10.1016/0304-3975(94)90010-8	1998
10.1016/0304-3975(94)90055-8	1996
10.1016/0304-3975(94)90150-3	1998
10.1016/0304-3975(94)90153-8	1998
10.1016/0304-3975(94)90159-7	1998
10.1016/0304-3975(94)90190-2	1999
10.1016/0304-3975(94)90194-5	1998
10.1016/0304-3975(94)90195-3	1997
10.1016/0304-3975(94)90196-1	1995
10.1016/0304-3975(94)90266-6	1995
10.1016/0304-3975(94)90268-2	1996
10.1016/0304-3975(95)00024-q	2001
10.1016/0304-3975(95)00026-s	1999
10.1016/0304-3975(95)00027-t	1992
10.1016/0304-3975(95)00028-u	2001
10.1016/0304-3975(95)00030-z	1997
10.1016/0304-3975(95)00192-1	1997
10.1016/0304-3975(95)00207-3	1998
10.1016/0306-4379(75)90001-0	1979
10.1016/0306-4379(75)90003-4	1995
10.1016/0306-4379(75)90009-5	1978
10.1016/0306-4379(75)90015-0	1989
10.1016/0306-4379(75)90016-2	1980
10.1016/0306-4379(75)90022-8	1987
10.1016/0306-4379(75)90023-x	1981
10.1016/0306-4379(75)90024-1	1977
10.1016/0306-4379(76)90004-1	1982
10.1016/0306-4379(76)90008-9	1977
10.1016/0306-4379(76)90009-0	1982
10.1016/0306-4379(77)90003-5	1984
10.1016/0306-4379(77)90004-7	1984
10.1016/0306-4379(77)90005-9	1985
10.1016/0306-4379(77)90006-0	1980
10.1016/0306-4379(77)90007-2	1997
10.1016/0306-4379(78)90001-7	1999
10.1016/0306-4379(78)90003-0	1985
10.1016/0306-4379(78)90004-2	1990
10.1016/0306-4379(78)90012-1	1990
10.1016/0306-4379(78)90015-7	1978
10.1016/0306-4379(78)90016-9	1980
10.1016/0306-4379(78)90017-0	1988
10.1016/0306-4379(78)90021-2	1982
10.1016/0306-4379(78)90022-4	1987
10.1016/0306-4379(78)90026-1	1993
10.1016/0306-4379(79)90003-6	1984
10.1016/0306-4379(79)90004-8	1989
10.1016/0306-4379(79)90005-x	1995
10.1016/0306-4379(79)90007-3	1981
10.1016/0306-4379(79)90008-5	1979
10.1016/0306-4379(79)90014-0	1981
10.1016/0306-4379(79)90020-6	1983
10.1016/0306-4379(79)90021-8	1995
10.1016/0306-4379(79)90023-1	1997
10.1016/0306-4379(79)90024-3	1995
10.1016/0306-4379(79)90031-0	1984
10.1016/0306-4379(79)90032-2	1987
10.1016/0306-4379(79)90033-4	1989
10.1016/0306-4379(80)90002-2	1995
10.1016/0306-4379(80)90005-8	1989
10.1016/0306-4379(80)90009-5	1996
10.1016/0306-4379(80)90010-1	1985
10.1016/0306-4379(80)90063-0	1994
10.1016/0306-4379(80)90064-2	1983
10.1016/0306-4379(80)90067-8	1990
10.1016/0306-4379(80)90068-x	1990
10.1016/0306-4379(80)90073-3	1985
10.1016/0306-4379(80)90074-5	1982
10.1016/0306-4379(80)90075-7	1997
10.1016/0306-4379(80)90076-9	1992
10.1016/0306-4379(80)90077-0	1986
10.1016/0306-4379(81)90002-8	1992
10.1016/0306-4379(81)90004-1	1998
10.1016/0306-4379(81)90005-3	1990
10.1016/0306-4379(81)90016-8	1988
10.1016/0306-4379(81)90019-3	1988
10.1016/0306-4379(81)90023-5	1987
10.1016/0306-4379(81)90030-2	1994
10.1016/0306-4379(81)90032-6	1987
10.1016/0306-4379(81)90033-8	1984
10.1016/0306-4379(81)90034-x	1982
10.1016/0306-4379(81)90035-1	1987
